zip,zip_lat,zip_lng,city,state_id,state_name,population,density,county_name
20712,38.9431,-76.96526,Mount Rainier,MD,Maryland,9031,4781.1,Prince George's
20714,38.72222,-76.54613,North Beach,MD,Maryland,4345,719.1,Calvert
20715,38.98827,-76.7401,Bowie,MD,Maryland,26382,700.8,Prince George's
20716,38.927240000000005,-76.71504,Bowie,MD,Maryland,20787,695.2,Prince George's
20720,38.982279999999996,-76.7827,Bowie,MD,Maryland,21031,727.0,Prince George's
20721,38.921079999999996,-76.78876,Bowie,MD,Maryland,27016,624.5,Prince George's
20722,38.93512,-76.94943,Brentwood,MD,Maryland,5711,1497.6,Prince George's
20723,39.13694,-76.86662,Laurel,MD,Maryland,28972,851.7,Howard
20724,39.1011,-76.80393000000001,Laurel,MD,Maryland,16093,775.2,Anne Arundel
20732,38.65846,-76.54154,Chesapeake Beach,MD,Maryland,9919,376.2,Calvert
20733,38.80516,-76.53302,Churchton,MD,Maryland,2672,315.3,Anne Arundel
20735,38.75016,-76.90587,Clinton,MD,Maryland,35421,527.2,Prince George's
20736,38.69043,-76.62803000000001,Owings,MD,Maryland,8904,134.6,Calvert
20737,38.965070000000004,-76.91360999999999,Riverdale,MD,Maryland,20684,1929.9,Prince George's
20740,39.00274,-76.93096,College Park,MD,Maryland,28780,1396.4,Prince George's
20742,38.989509999999996,-76.9456,College Park,MD,Maryland,7808,4074.7,Prince George's
20743,38.8839,-76.89333,Capitol Heights,MD,Maryland,38621,1533.3,Prince George's
20744,38.75403,-76.98405,Fort Washington,MD,Maryland,50722,743.7,Prince George's
20745,38.806490000000004,-76.99426,Oxon Hill,MD,Maryland,28451,1699.0,Prince George's
20746,38.83678,-76.91808,Suitland,MD,Maryland,28838,1414.1,Prince George's
20747,38.854409999999994,-76.88383,District Heights,MD,Maryland,40054,2022.9,Prince George's
20748,38.81687,-76.94058000000001,Temple Hills,MD,Maryland,38792,1648.8,Prince George's
20751,38.79605,-76.56104,Deale,MD,Maryland,2343,178.3,Anne Arundel
20754,38.7366,-76.65283000000001,Dunkirk,MD,Maryland,6951,159.2,Calvert
20755,39.105779999999996,-76.74679,Fort George G Meade,MD,Maryland,9302,431.1,Anne Arundel
20758,38.733340000000005,-76.59306,Friendship,MD,Maryland,721,69.1,Anne Arundel
20759,39.154790000000006,-76.92854,Fulton,MD,Maryland,3355,204.3,Howard
20762,38.80731,-76.87482,Andrews Air Force Base,MD,Maryland,2973,194.8,Prince George's
20763,39.13501,-76.81666,Savage,MD,Maryland,2664,727.4,Howard
20764,38.83375,-76.51148,Shady Side,MD,Maryland,4176,405.6,Anne Arundel
20765,38.844590000000004,-76.54561,Galesville,MD,Maryland,514,425.1,Anne Arundel
20769,38.99349,-76.81993,Glenn Dale,MD,Maryland,6604,331.8,Prince George's
20770,39.00431,-76.87938,Greenbelt,MD,Maryland,25173,1183.4,Prince George's
20772,38.7798,-76.76624,Upper Marlboro,MD,Maryland,42625,230.1,Prince George's
20774,38.87526,-76.77388,Upper Marlboro,MD,Maryland,43013,478.2,Prince George's
20776,38.870909999999995,-76.60779000000001,Harwood,MD,Maryland,3289,56.3,Anne Arundel
20777,39.17484,-76.96788000000001,Highland,MD,Maryland,3314,169.4,Howard
20778,38.83719,-76.56515,West River,MD,Maryland,2009,98.8,Anne Arundel
20779,38.76573,-76.57682,Tracys Landing,MD,Maryland,1182,70.3,Anne Arundel
20781,38.94319,-76.93649,Hyattsville,MD,Maryland,11440,1815.8,Prince George's
20782,38.96476,-76.96491999999999,Hyattsville,MD,Maryland,30560,2778.2,Prince George's
20783,38.999109999999995,-76.9688,Hyattsville,MD,Maryland,44487,3054.4,Prince George's
20784,38.951,-76.89043000000001,Hyattsville,MD,Maryland,29449,2669.7,Prince George's
20785,38.918079999999996,-76.88202,Hyattsville,MD,Maryland,35052,1369.1,Prince George's
20794,39.15015,-76.78894,Jessup,MD,Maryland,14098,532.9,Howard
20812,38.96671,-77.14339,Glen Echo,MD,Maryland,255,516.2,Montgomery
20814,39.004940000000005,-77.102,Bethesda,MD,Maryland,27642,2094.0,Montgomery
20815,38.98366,-77.0786,Chevy Chase,MD,Maryland,29082,2067.0,Montgomery
20816,38.955909999999996,-77.11853,Bethesda,MD,Maryland,16208,1791.0,Montgomery
20817,38.99815,-77.14856999999999,Bethesda,MD,Maryland,36240,1007.5,Montgomery
20818,38.97397,-77.16241,Cabin John,MD,Maryland,1962,743.2,Montgomery
20832,39.15117,-77.07259,Olney,MD,Maryland,24965,957.4,Montgomery
20833,39.20518,-77.05526,Brookeville,MD,Maryland,7735,152.5,Montgomery
20837,39.112590000000004,-77.40682,Poolesville,MD,Maryland,5789,52.5,Montgomery
20838,39.226209999999995,-77.37236,Barnesville,MD,Maryland,259,37.0,Montgomery
20839,39.18351,-77.42256,Beallsville,MD,Maryland,214,16.9,Montgomery
20841,39.19019,-77.32336,Boyds,MD,Maryland,10460,155.4,Montgomery
20842,39.210770000000004,-77.42556,Dickerson,MD,Maryland,1824,13.2,Montgomery
20850,39.09129,-77.18086,Rockville,MD,Maryland,46340,1268.5,Montgomery
20851,39.07844,-77.12187,Rockville,MD,Maryland,14191,2316.1,Montgomery
20852,39.05151,-77.12458000000001,Rockville,MD,Maryland,40365,1871.1,Montgomery
20853,39.102340000000005,-77.09515999999999,Rockville,MD,Maryland,29673,1266.8,Montgomery
20854,39.03376,-77.22046,Potomac,MD,Maryland,49611,567.2,Montgomery
20855,39.13711,-77.13241,Derwood,MD,Maryland,14295,420.3,Montgomery
20860,39.14841,-77.02847,Sandy Spring,MD,Maryland,2396,243.1,Montgomery
20861,39.15249,-76.99750999999999,Ashton,MD,Maryland,1875,188.6,Montgomery
20862,39.18359,-77.01946,Brinklow,MD,Maryland,343,112.8,Montgomery
20866,39.10945,-76.93354000000001,Burtonsville,MD,Maryland,13344,728.8,Montgomery
20868,39.125859999999996,-76.96844,Spencerville,MD,Maryland,790,152.1,Montgomery
20871,39.26092,-77.28324,Clarksburg,MD,Maryland,13130,246.7,Montgomery
20872,39.291470000000004,-77.2177,Damascus,MD,Maryland,13104,243.1,Montgomery
20874,39.12972,-77.2975,Germantown,MD,Maryland,57367,1040.1,Montgomery
20876,39.20789,-77.23297,Germantown,MD,Maryland,25496,842.6,Montgomery
20877,39.140879999999996,-77.18824000000001,Gaithersburg,MD,Maryland,34321,2296.0,Montgomery
20878,39.11253,-77.25142,Gaithersburg,MD,Maryland,62446,1100.4,Montgomery
20879,39.16918,-77.17603000000001,Gaithersburg,MD,Maryland,24360,1226.3,Montgomery
20880,39.13969,-77.17345999999999,Washington Grove,MD,Maryland,450,735.8,Montgomery
20882,39.23308,-77.14518000000001,Gaithersburg,MD,Maryland,14063,140.7,Montgomery
20886,39.1798,-77.19343,Montgomery Village,MD,Maryland,33282,2745.2,Montgomery
20895,39.026740000000004,-77.07755999999999,Kensington,MD,Maryland,19054,1808.1,Montgomery
20896,39.03621,-77.09344,Garrett Park,MD,Maryland,906,1412.3,Montgomery
20899,39.143840000000004,-77.2162,Gaithersburg,MD,Maryland,142,694.1,Montgomery
20901,39.02146,-77.00907,Silver Spring,MD,Maryland,34832,2498.1,Montgomery
20902,39.04373,-77.04224,Silver Spring,MD,Maryland,48841,2486.7,Montgomery
20903,39.0205,-76.98125,Silver Spring,MD,Maryland,23625,2532.3,Montgomery
20904,39.06662,-76.97973,Silver Spring,MD,Maryland,54612,1539.8,Montgomery
20905,39.111979999999996,-76.99293,Silver Spring,MD,Maryland,18044,542.2,Montgomery
20906,39.08674,-77.05664,Silver Spring,MD,Maryland,64696,2068.6,Montgomery
20910,39.00219,-77.03635,Silver Spring,MD,Maryland,37445,3180.8,Montgomery
20912,38.98215,-77.00128000000001,Takoma Park,MD,Maryland,24807,3584.7,Montgomery
21001,39.51075,-76.20061,Aberdeen,MD,Maryland,21487,277.6,Harford
21005,39.47415,-76.1189,Aberdeen Proving Ground,MD,Maryland,2112,102.3,Harford
21009,39.470490000000005,-76.29406999999999,Abingdon,MD,Maryland,29766,1013.3,Harford
21010,39.3898,-76.29092,Gunpowder,MD,Maryland,104,7.8,Harford
21012,39.0453,-76.49706,Arnold,MD,Maryland,21317,843.3,Anne Arundel
21013,39.50906,-76.48647,Baldwin,MD,Maryland,4653,119.0,Baltimore
21014,39.53663,-76.35169,Bel Air,MD,Maryland,36047,988.1,Harford
21015,39.54681,-76.29604,Bel Air,MD,Maryland,27763,346.6,Harford
21017,39.47622,-76.23691,Belcamp,MD,Maryland,7062,992.1,Harford
21028,39.568000000000005,-76.24246,Churchville,MD,Maryland,3460,98.3,Harford
21029,39.2056,-76.953,Clarksville,MD,Maryland,11333,274.4,Howard
21030,39.4919,-76.66767,Cockeysville,MD,Maryland,24355,395.5,Baltimore
21031,39.487190000000005,-76.65794,Hunt Valley,MD,Maryland,4,1.6,Baltimore
21032,39.03375,-76.60412,Crownsville,MD,Maryland,8848,193.9,Anne Arundel
21034,39.65065,-76.22116,Darlington,MD,Maryland,3387,52.0,Harford
21035,38.936890000000005,-76.63735,Davidsonville,MD,Maryland,7815,106.4,Anne Arundel
21036,39.23372,-77.00258000000001,Dayton,MD,Maryland,2114,129.6,Howard
21037,38.91547,-76.54423,Edgewater,MD,Maryland,20618,461.1,Anne Arundel
21040,39.43315,-76.29516,Edgewood,MD,Maryland,24420,1183.5,Harford
21042,39.2703,-76.89282,Ellicott City,MD,Maryland,38076,392.2,Howard
21043,39.257529999999996,-76.7979,Ellicott City,MD,Maryland,42246,960.1,Howard
21044,39.21033,-76.88381,Columbia,MD,Maryland,41704,1342.0,Howard
21045,39.20617,-76.82746999999999,Columbia,MD,Maryland,38288,1523.1,Howard
21046,39.173559999999995,-76.84188,Columbia,MD,Maryland,15080,747.0,Howard
21047,39.528040000000004,-76.43925,Fallston,MD,Maryland,11873,194.7,Harford
21048,39.49525,-76.91035,Finksburg,MD,Maryland,10650,152.0,Carroll
21050,39.5857,-76.39227,Forest Hill,MD,Maryland,18202,247.4,Harford
21051,39.47211,-76.45391,Fork,MD,Maryland,279,271.0,Baltimore
21052,39.20675,-76.44568000000001,Fort Howard,MD,Maryland,303,1562.9,Baltimore
21053,39.69257,-76.71562,Freeland,MD,Maryland,3305,56.9,Baltimore
21054,39.02176,-76.67327,Gambrills,MD,Maryland,10127,219.4,Anne Arundel
21056,39.07602,-76.44033,Gibson Island,MD,Maryland,267,74.9,Anne Arundel
21057,39.45048,-76.50649,Glen Arm,MD,Maryland,4112,94.5,Baltimore
21060,39.168,-76.58374,Glen Burnie,MD,Maryland,29223,901.4,Anne Arundel
21061,39.16176,-76.62971999999999,Glen Burnie,MD,Maryland,53684,1707.2,Anne Arundel
21071,39.481629999999996,-76.81090999999999,Glyndon,MD,Maryland,497,193.5,Baltimore
21074,39.61737,-76.8436,Hampstead,MD,Maryland,15084,155.4,Carroll
21075,39.2035,-76.75183,Elkridge,MD,Maryland,26344,701.0,Howard
21076,39.16684,-76.72158,Hanover,MD,Maryland,12952,396.8,Anne Arundel
21077,39.15605,-76.69762,Harmans,MD,Maryland,224,131.5,Anne Arundel
21078,39.56949,-76.14799000000001,Havre De Grace,MD,Maryland,17603,225.2,Harford
21082,39.479209999999995,-76.47713,Hydes,MD,Maryland,654,56.7,Baltimore
21084,39.61638,-76.46409,Jarrettsville,MD,Maryland,7652,120.5,Harford
21085,39.44789,-76.35469,Joppa,MD,Maryland,16171,348.4,Harford
21087,39.44771,-76.4157,Kingsville,MD,Maryland,5451,150.3,Baltimore
21090,39.20923,-76.66809,Linthicum Heights,MD,Maryland,9784,573.3,Anne Arundel
21093,39.43979,-76.64088000000001,Lutherville Timonium,MD,Maryland,36465,696.5,Baltimore
21102,39.68683,-76.8467,Manchester,MD,Maryland,11751,112.1,Carroll
21104,39.3496,-76.90651,Marriottsville,MD,Maryland,4601,104.6,Carroll
21105,39.71395,-76.65127,Maryland Line,MD,Maryland,65,213.7,Baltimore
21108,39.08957,-76.62209,Millersville,MD,Maryland,17964,530.7,Anne Arundel
21111,39.57725,-76.58179,Monkton,MD,Maryland,4903,54.0,Baltimore
21113,39.0536,-76.71656,Odenton,MD,Maryland,30469,815.5,Anne Arundel
21114,39.00962,-76.68423,Crofton,MD,Maryland,25225,1749.1,Anne Arundel
21117,39.4271,-76.77713,Owings Mills,MD,Maryland,53778,638.5,Baltimore
21120,39.64497,-76.6789,Parkton,MD,Maryland,6967,63.5,Baltimore
21122,39.118390000000005,-76.50161999999999,Pasadena,MD,Maryland,60576,747.8,Anne Arundel
21128,39.407740000000004,-76.44622,Perry Hall,MD,Maryland,12802,739.5,Baltimore
21130,39.47741,-76.19413,Perryman,MD,Maryland,187,95.4,Harford
21131,39.504670000000004,-76.57373,Phoenix,MD,Maryland,7253,126.0,Baltimore
21132,39.69604,-76.42923,Pylesville,MD,Maryland,2634,48.0,Harford
21133,39.37477,-76.81246,Randallstown,MD,Maryland,29998,1138.5,Baltimore
21136,39.48903,-76.80848,Reisterstown,MD,Maryland,33781,232.9,Baltimore
21140,38.95025,-76.58489,Riva,MD,Maryland,3457,987.4,Anne Arundel
21144,39.120909999999995,-76.67734,Severn,MD,Maryland,31884,768.2,Anne Arundel
21146,39.07757,-76.55665,Severna Park,MD,Maryland,26705,1007.6,Anne Arundel
21152,39.54827,-76.6819,Sparks Glencoe,MD,Maryland,5544,93.6,Baltimore
21153,39.41274,-76.708,Stevenson,MD,Maryland,323,63.5,Baltimore
21154,39.65224,-76.35619,Street,MD,Maryland,6464,61.8,Harford
21155,39.57111,-76.80589,Upperco,MD,Maryland,2371,41.8,Baltimore
21156,39.437259999999995,-76.39653,Upper Falls,MD,Maryland,358,95.7,Baltimore
21157,39.54935,-76.98080999999999,Westminster,MD,Maryland,36920,185.9,Carroll
21158,39.64672,-77.0325,Westminster,MD,Maryland,20234,105.0,Carroll
21160,39.70666,-76.30978,Whiteford,MD,Maryland,2408,56.2,Harford
21161,39.6604,-76.56541999999999,White Hall,MD,Maryland,5490,43.8,Harford
21162,39.39001,-76.40382,White Marsh,MD,Maryland,3655,189.1,Baltimore
21163,39.33972,-76.85616999999999,Woodstock,MD,Maryland,7026,215.5,Howard
21201,39.29482,-76.62218,Baltimore,MD,Maryland,16972,5070.9,Baltimore
21202,39.29645,-76.60743000000001,Baltimore,MD,Maryland,22832,5562.4,Baltimore
21204,39.40258,-76.6326,Towson,MD,Maryland,20253,1297.4,Baltimore
21205,39.3023,-76.56447,Baltimore,MD,Maryland,16146,3041.2,Baltimore
21206,39.339290000000005,-76.53676,Baltimore,MD,Maryland,50846,2737.9,Baltimore
21207,39.32424,-76.72038,Gwynn Oak,MD,Maryland,48133,1802.4,Baltimore
21208,39.38483,-76.72439,Pikesville,MD,Maryland,33917,1062.9,Baltimore
21209,39.37392,-76.6696,Baltimore,MD,Maryland,26465,1442.7,Baltimore
21210,39.35822,-76.63441,Baltimore,MD,Maryland,14292,1663.7,Baltimore
21211,39.32997,-76.63937,Baltimore,MD,Maryland,17351,2403.9,Baltimore
21212,39.36828,-76.61508,Baltimore,MD,Maryland,32322,2688.8,Baltimore
21213,39.31517,-76.5772,Baltimore,MD,Maryland,32733,3703.7,Baltimore
21214,39.35177,-76.56446,Baltimore,MD,Maryland,20564,2781.6,Baltimore
21215,39.34555,-76.68369,Baltimore,MD,Maryland,60161,3409.3,Baltimore
21216,39.311040000000006,-76.67206,Baltimore,MD,Maryland,32071,3713.8,Baltimore
21217,39.30816,-76.63858,Baltimore,MD,Maryland,37111,6188.8,Baltimore
21218,39.32997,-76.60269,Baltimore,MD,Maryland,49796,4595.8,Baltimore
21219,39.22999,-76.45031,Sparrows Point,MD,Maryland,9379,440.5,Baltimore
21220,39.34514,-76.39766999999999,Middle River,MD,Maryland,39199,701.9,Baltimore
21221,39.2942,-76.43966999999999,Essex,MD,Maryland,42154,1102.2,Baltimore
21222,39.26559,-76.49336,Dundalk,MD,Maryland,55786,1964.7,Baltimore
21223,39.28427,-76.65323000000001,Baltimore,MD,Maryland,26366,3868.2,Baltimore
21224,39.28182,-76.54127,Baltimore,MD,Maryland,49134,2002.7,Baltimore
21225,39.22591,-76.61527,Brooklyn,MD,Maryland,33545,2000.5,Baltimore
21226,39.20715,-76.56282,Curtis Bay,MD,Maryland,7561,294.0,Anne Arundel
21227,39.24046,-76.67939,Halethorpe,MD,Maryland,33534,1122.4,Baltimore
21228,39.27264,-76.7474,Catonsville,MD,Maryland,47577,1184.9,Baltimore
21229,39.285140000000006,-76.69077,Baltimore,MD,Maryland,45213,2968.9,Baltimore
21230,39.2663,-76.62243000000001,Baltimore,MD,Maryland,33568,2055.3,Baltimore
21231,39.2872,-76.5923,Baltimore,MD,Maryland,15748,6979.8,Baltimore
21234,39.39347,-76.53388000000001,Parkville,MD,Maryland,69752,2074.3,Baltimore
21236,39.38839,-76.4861,Nottingham,MD,Maryland,38474,1733.9,Baltimore
21237,39.33918,-76.4952,Rosedale,MD,Maryland,30059,1008.6,Baltimore
21239,39.36649,-76.5873,Baltimore,MD,Maryland,28793,3436.9,Baltimore
21240,39.175329999999995,-76.67323,Baltimore,MD,Maryland,0,0.0,Anne Arundel
21244,39.33303,-76.78033,Windsor Mill,MD,Maryland,34611,995.9,Baltimore
21250,39.25557,-76.71117,Baltimore,MD,Maryland,3205,5049.5,Baltimore
21251,39.34725,-76.58072,Baltimore,MD,Maryland,934,2045.4,Baltimore
21252,39.393879999999996,-76.6078,Towson,MD,Maryland,2872,7655.5,Baltimore
21286,39.41506,-76.57441999999999,Towson,MD,Maryland,19206,869.3,Baltimore
21401,38.9898,-76.55008000000001,Annapolis,MD,Maryland,36012,703.9,Anne Arundel
21402,38.98822,-76.47247,Annapolis,MD,Maryland,5217,1060.9,Anne Arundel
21403,38.94404,-76.49251,Annapolis,MD,Maryland,30269,1285.6,Anne Arundel
21405,39.0305,-76.55147,Annapolis,MD,Maryland,544,205.3,Anne Arundel
21409,39.01967,-76.44749,Annapolis,MD,Maryland,20064,553.0,Anne Arundel
21502,39.64405,-78.75494,Cumberland,MD,Maryland,44400,191.3,Allegany
21520,39.62475,-79.30151,Accident,MD,Maryland,2074,13.1,Garrett
21521,39.54602,-79.04047,Barton,MD,Maryland,1265,21.1,Allegany
21522,39.61027,-79.22778000000001,Bittinger,MD,Maryland,141,21.1,Garrett
21523,39.47987,-79.07916999999999,Bloomington,MD,Maryland,286,156.4,Garrett
21524,39.707609999999995,-78.80141,Corriganville,MD,Maryland,626,69.9,Allegany
21529,39.70616,-78.76852,Ellerslie,MD,Maryland,631,67.3,Allegany
21530,39.68927,-78.53663,Flintstone,MD,Maryland,1591,10.9,Allegany
21531,39.64832,-79.42139,Friendsville,MD,Maryland,2227,13.9,Garrett
21532,39.656009999999995,-78.95943,Frostburg,MD,Maryland,15620,77.5,Allegany
21536,39.65644,-79.16855,Grantsville,MD,Maryland,4121,16.0,Garrett
21538,39.40132,-79.2211,Kitzmiller,MD,Maryland,716,15.5,Garrett
21539,39.5992,-79.01339,Lonaconing,MD,Maryland,2819,31.4,Allegany
21540,39.47664,-79.0594,Luke,MD,Maryland,65,93.0,Allegany
21541,39.55454,-79.36816999999999,Mc Henry,MD,Maryland,1546,22.7,Garrett
21542,39.59605,-78.94986999999999,Midland,MD,Maryland,483,271.9,Allegany
21543,39.64929,-78.95969000000001,Midlothian,MD,Maryland,140,39.7,Allegany
21545,39.70093,-78.8637,Mount Savage,MD,Maryland,1940,52.1,Allegany
21550,39.389070000000004,-79.39093000000001,Oakland,MD,Maryland,14194,27.0,Garrett
21555,39.58935,-78.55657,Oldtown,MD,Maryland,1936,7.1,Allegany
21557,39.5194,-78.92286999999999,Rawlings,MD,Maryland,1895,27.2,Allegany
21561,39.49465,-79.20057,Swanton,MD,Maryland,2627,10.9,Garrett
21562,39.503440000000005,-79.05051999999999,Westernport,MD,Maryland,3141,41.9,Allegany
21601,38.79377,-76.08179,Easton,MD,Maryland,23597,83.3,Talbot
21607,39.13273,-75.85419,Barclay,MD,Maryland,583,12.3,Queen Anne's
21610,39.36486,-76.07909000000001,Betterton,MD,Maryland,378,82.5,Kent
21612,38.75262,-76.27533000000001,Bozman,MD,Maryland,492,33.0,Talbot
21613,38.493140000000004,-76.07342,Cambridge,MD,Maryland,17330,43.0,Dorchester
21617,39.04974,-76.03974000000001,Centreville,MD,Maryland,9907,35.0,Queen Anne's
21619,38.9528,-76.27937,Chester,MD,Maryland,5848,243.6,Queen Anne's
21620,39.20921,-76.09187,Chestertown,MD,Maryland,12853,42.5,Kent
21622,38.40785,-76.17531,Church Creek,MD,Maryland,558,4.0,Dorchester
21623,39.12272,-75.96238000000001,Church Hill,MD,Maryland,2111,21.7,Queen Anne's
21624,38.84261,-76.267,Claiborne,MD,Maryland,143,50.0,Talbot
21625,38.87339,-75.99634,Cordova,MD,Maryland,2719,25.2,Talbot
21626,38.33747,-76.09293000000001,Crapo,MD,Maryland,120,1.6,Dorchester
21627,38.23271,-76.04836999999999,Crocheron,MD,Maryland,18,5.0,Dorchester
21628,39.23665,-75.91887,Crumpton,MD,Maryland,556,202.9,Queen Anne's
21629,38.86272,-75.82791999999999,Denton,MD,Maryland,9555,44.5,Caroline
21631,38.586240000000004,-75.94548,East New Market,MD,Maryland,2731,40.4,Dorchester
21632,38.7275,-75.77367,Federalsburg,MD,Maryland,6353,33.1,Caroline
21634,38.28382,-76.18745,Fishing Creek,MD,Maryland,305,25.0,Dorchester
21635,39.338609999999996,-75.84055,Galena,MD,Maryland,2098,26.3,Kent
21636,39.02406,-75.80476999999999,Goldsboro,MD,Maryland,1186,20.7,Caroline
21638,38.94478,-76.20268,Grasonville,MD,Maryland,4934,194.9,Queen Anne's
21639,38.96566,-75.79354000000001,Greensboro,MD,Maryland,4408,51.8,Caroline
21640,39.069520000000004,-75.81872,Henderson,MD,Maryland,1632,22.8,Caroline
21641,38.917759999999994,-75.9422,Hillsboro,MD,Maryland,117,515.9,Caroline
21643,38.64784,-75.87,Hurlock,MD,Maryland,5979,48.5,Dorchester
21644,39.112429999999996,-75.87355,Ingleside,MD,Maryland,111,10.0,Queen Anne's
21645,39.3226,-75.96461,Kennedyville,MD,Maryland,1039,10.5,Kent
21647,38.815490000000004,-76.28033,Mcdaniel,MD,Maryland,289,33.8,Talbot
21648,38.48359,-76.23008,Madison,MD,Maryland,255,5.6,Dorchester
21649,39.13451,-75.77018000000001,Marydel,MD,Maryland,1858,42.1,Caroline
21650,39.31535,-75.80964,Massey,MD,Maryland,238,8.3,Kent
21651,39.259029999999996,-75.8534,Millington,MD,Maryland,2898,28.7,Kent
21652,38.72083,-76.28286999999999,Neavitt,MD,Maryland,183,117.9,Talbot
21653,38.75105,-76.17851999999999,Newcomb,MD,Maryland,114,253.3,Talbot
21654,38.69003,-76.1258,Oxford,MD,Maryland,1236,43.5,Talbot
21655,38.74525,-75.92081,Preston,MD,Maryland,5009,36.5,Caroline
21657,38.95766,-75.9849,Queen Anne,MD,Maryland,777,12.1,Queen Anne's
21658,38.94338,-76.13729000000001,Queenstown,MD,Maryland,3862,37.9,Queen Anne's
21659,38.58328,-75.78187,Rhodesdale,MD,Maryland,1551,12.5,Dorchester
21660,38.95595,-75.89036999999999,Ridgely,MD,Maryland,4063,47.4,Caroline
21661,39.128029999999995,-76.22014,Rock Hall,MD,Maryland,2653,31.6,Kent
21662,38.71249,-76.20473,Royal Oak,MD,Maryland,555,26.8,Talbot
21663,38.78479,-76.23123000000001,Saint Michaels,MD,Maryland,3308,104.5,Talbot
21664,38.60715,-75.94524,Secretary,MD,Maryland,539,480.5,Dorchester
21665,38.7515,-76.32291,Sherwood,MD,Maryland,287,27.1,Talbot
21666,38.93959,-76.33268000000001,Stevensville,MD,Maryland,12309,217.2,Queen Anne's
21667,39.34472,-76.05404,Still Pond,MD,Maryland,310,20.3,Kent
21668,39.19032,-75.85269,Sudlersville,MD,Maryland,1904,14.8,Queen Anne's
21669,38.459959999999995,-76.28926,Taylors Island,MD,Maryland,229,7.1,Dorchester
21671,38.69644,-76.33563000000001,Tilghman,MD,Maryland,756,138.1,Talbot
21672,38.27683,-76.06081,Toddville,MD,Maryland,241,9.7,Dorchester
21673,38.65194,-76.04074,Trappe,MD,Maryland,3136,23.4,Talbot
21675,38.28792,-76.08691,Wingate,MD,Maryland,105,12.5,Dorchester
21676,38.78063,-76.32204,Wittman,MD,Maryland,398,24.5,Talbot
21677,38.48673,-76.18397,Woolford,MD,Maryland,440,18.2,Dorchester
21678,39.30899,-76.09725999999999,Worton,MD,Maryland,2301,23.6,Kent
21679,38.91758,-76.08466,Wye Mills,MD,Maryland,483,20.8,Talbot
21701,39.44605,-77.33495,Frederick,MD,Maryland,35293,350.0,Frederick
21702,39.4787,-77.45661,Frederick,MD,Maryland,38847,371.3,Frederick
21703,39.36777,-77.46956999999999,Frederick,MD,Maryland,32854,381.4,Frederick
21704,39.354040000000005,-77.37498000000001,Frederick,MD,Maryland,13321,196.6,Frederick
21705,39.40889,-77.41004000000001,Frederick,MD,Maryland,8,130.5,Frederick
21710,39.29815,-77.44958000000001,Adamstown,MD,Maryland,4515,68.2,Frederick
21711,39.666920000000005,-78.01628000000001,Big Pool,MD,Maryland,1029,16.7,Washington
21713,39.52485,-77.67101,Boonsboro,MD,Maryland,9502,86.9,Washington
21714,39.41901,-77.50473000000001,Braddock Heights,MD,Maryland,99,1320.3,Frederick
21716,39.31459,-77.6202,Brunswick,MD,Maryland,4885,584.5,Frederick
21717,39.33701,-77.43642,Buckeystown,MD,Maryland,54,57.2,Frederick
21718,39.39224,-77.62746,Burkittsville,MD,Maryland,151,128.4,Frederick
21719,39.70738,-77.49664,Cascade,MD,Maryland,1548,177.8,Washington
21722,39.66595,-77.91719,Clear Spring,MD,Maryland,5545,36.1,Washington
21723,39.32541,-77.01046,Cooksville,MD,Maryland,803,101.6,Howard
21727,39.689029999999995,-77.32726,Emmitsburg,MD,Maryland,5850,70.6,Frederick
21733,39.54934,-77.7585,Fairplay,MD,Maryland,1163,74.3,Washington
21734,39.60776,-77.70778,Funkstown,MD,Maryland,771,1317.4,Washington
21737,39.25463,-77.01982,Glenelg,MD,Maryland,1458,110.7,Howard
21738,39.28093,-77.02587,Glenwood,MD,Maryland,3268,173.5,Howard
21740,39.634,-77.74245,Hagerstown,MD,Maryland,61859,342.0,Washington
21742,39.669779999999996,-77.65638,Hagerstown,MD,Maryland,31444,240.6,Washington
21746,39.56503,-77.71134,Hagerstown,MD,Maryland,1883,2019.2,Washington
21750,39.68671,-78.21632,Hancock,MD,Maryland,3766,24.1,Washington
21754,39.33486,-77.31223,Ijamsville,MD,Maryland,6323,102.9,Frederick
21755,39.36052,-77.56698,Jefferson,MD,Maryland,5591,62.7,Frederick
21756,39.45217,-77.70062,Keedysville,MD,Maryland,3612,66.7,Washington
21757,39.59986,-77.25679000000001,Keymar,MD,Maryland,3036,31.1,Frederick
21758,39.34813,-77.66499,Knoxville,MD,Maryland,4921,58.6,Frederick
21762,39.48087,-77.24710999999999,Libertytown,MD,Maryland,249,261.3,Frederick
21766,39.66145,-78.39273,Little Orleans,MD,Maryland,700,7.1,Allegany
21767,39.69722,-77.74729,Maugansville,MD,Maryland,991,1344.4,Washington
21769,39.445,-77.56551999999999,Middletown,MD,Maryland,11236,106.3,Frederick
21770,39.35175,-77.25681,Monrovia,MD,Maryland,5164,180.6,Frederick
21771,39.39349,-77.15689,Mount Airy,MD,Maryland,29563,134.2,Frederick
21773,39.5391,-77.55175,Myersville,MD,Maryland,5460,54.4,Frederick
21774,39.40961,-77.27592,New Market,MD,Maryland,11662,312.7,Frederick
21776,39.5162,-77.10409,New Windsor,MD,Maryland,5735,62.9,Carroll
21777,39.2682,-77.52073,Point Of Rocks,MD,Maryland,1470,259.9,Frederick
